customer_id,store_id,first_name,last_name,email,active,address,district,city,country,zip,phone
542,2,LONNIE,TIRADO,LONNIE.TIRADO@sakilacustomer.org,1,1658 Cuman Loop,Sumatera Selatan,Pangkal Pinang,Indonesia,51309,784907335610
543,1,LANCE,PEMBERTON,LANCE.PEMBERTON@sakilacustomer.org,1,454 Qinhuangdao Drive,Tadla-Azilal,Beni-Mellal,Morocco,25866,786270036240
544,2,CODY,NOLEN,CODY.NOLEN@sakilacustomer.org,1,1715 Okayama Street,So Paulo,So Bernardo do Campo,Brazil,55676,169352919175
545,2,JULIO,NOLAND,JULIO.NOLAND@sakilacustomer.org,1,182 Nukualofa Drive,Sumy,Konotop,Ukraine,15414,426346224043
546,1,KELLY,KNOTT,KELLY.KNOTT@sakilacustomer.org,1,390 Wroclaw Way,Hainan,Sanya,China,5753,357593328658
547,1,KURT,EMMONS,KURT.EMMONS@sakilacustomer.org,1,1421 Quilmes Lane,Ishikawa,Kanazawa,Japan,19151,135407755975
548,1,ALLAN,CORNISH,ALLAN.CORNISH@sakilacustomer.org,1,947 Trshavn Place,Central Luzon,Tarlac,Philippines,841,50898428626
549,1,NELSON,CHRISTENSON,NELSON.CHRISTENSON@sakilacustomer.org,1,1764 Jalib al-Shuyukh Parkway,Galicia,Santiago de Compostela,Spain,77642,84794532510
550,2,GUY,BROWNLEE,GUY.BROWNLEE@sakilacustomer.org,1,346 Cam Ranh Avenue,Zhejiang,Zhoushan,China,39976,978430786151
551,2,CLAYTON,BARBEE,CLAYTON.BARBEE@sakilacustomer.org,1,1407 Pachuca de Soto Place,Rio Grande do Sul,Alvorada,Brazil,26284,380077794770
552,2,HUGH,WALDROP,HUGH.WALDROP@sakilacustomer.org,1,904 Clarksville Drive,Zhejiang,Haining,China,52234,955349440539
553,1,MAX,PITT,MAX.PITT@sakilacustomer.org,1,1917 Kumbakonam Parkway,Vojvodina,Novi Sad,Yugoslavia,11892,698182547686
554,1,DWAYNE,OLVERA,DWAYNE.OLVERA@sakilacustomer.org,1,1447 Imus Place,Gujarat,Rajkot,India,12905,62127829280
555,1,DWIGHT,LOMBARDI,DWIGHT.LOMBARDI@sakilacustomer.org,1,1497 Fengshan Drive,KwaZulu-Natal,Chatsworth,South Africa,63022,368738360376
556,2,ARMANDO,GRUBER,ARMANDO.GRUBER@sakilacustomer.org,1,869 Shikarpur Way,England,Southport,United Kingdom,57380,590764256785
557,1,FELIX,GAFFNEY,FELIX.GAFFNEY@sakilacustomer.org,1,1059 Yuncheng Avenue,Vilna,Vilnius,Lithuania,47498,107092893983
558,1,JIMMIE,EGGLESTON,JIMMIE.EGGLESTON@sakilacustomer.org,0,505 Madiun Boulevard,Dolnoslaskie,Wroclaw,Poland,97271,970638808606
559,2,EVERETT,BANDA,EVERETT.BANDA@sakilacustomer.org,1,1741 Hoshiarpur Boulevard,al-Sharqiya,Bilbays,Egypt,22372,855066328617
560,1,JORDAN,ARCHULETA,JORDAN.ARCHULETA@sakilacustomer.org,1,1229 Varanasi (Benares) Manor,Buenos Aires,Avellaneda,Argentina,40195,817740355461
561,2,IAN,STILL,IAN.STILL@sakilacustomer.org,1,1894 Boa Vista Way,Texas,Garland,United States,77464,239357986667
562,1,WALLACE,SLONE,WALLACE.SLONE@sakilacustomer.org,1,1342 Sharja Way,Sokoto & Kebbi & Zam,Sokoto,Nigeria,93655,946114054231
563,2,KEN,PREWITT,KEN.PREWITT@sakilacustomer.org,1,1342 Abha Boulevard,Bukarest,Bucuresti,Romania,10714,997453607116
564,2,BOB,PFEIFFER,BOB.PFEIFFER@sakilacustomer.org,1,415 Pune Avenue,Shandong,Xintai,China,44274,203202500108
565,2,JAIME,NETTLES,JAIME.NETTLES@sakilacustomer.org,1,1746 Faaa Way,Huanuco,Hunuco,Peru,32515,863080561151
566,1,CASEY,MENA,CASEY.MENA@sakilacustomer.org,1,539 Hami Way,Tokat,Tokat,Turkey,52196,525518075499
567,2,ALFREDO,MCADAMS,ALFREDO.MCADAMS@sakilacustomer.org,1,1407 Surakarta Manor,Moskova,Serpuhov,Russian Federation,33224,324346485054
568,2,ALBERTO,HENNING,ALBERTO.HENNING@sakilacustomer.org,1,502 Mandi Bahauddin Parkway,Anzotegui,Barcelona,Venezuela,15992,618156722572
569,2,DAVE,GARDINER,DAVE.GARDINER@sakilacustomer.org,1,1052 Pathankot Avenue,Sichuan,Leshan,China,77397,128499386727
570,2,IVAN,CROMWELL,IVAN.CROMWELL@sakilacustomer.org,1,1351 Sousse Lane,Coahuila de Zaragoza,Monclova,Mexico,37815,203804046132
571,2,JOHNNIE,CHISHOLM,JOHNNIE.CHISHOLM@sakilacustomer.org,1,1501 Pangkal Pinang Avenue,Mazowieckie,Plock,Poland,943,770864062795
572,1,SIDNEY,BURLESON,SIDNEY.BURLESON@sakilacustomer.org,1,1405 Hagonoy Avenue,Slaskie,Czestochowa,Poland,86587,867287719310
573,1,BYRON,BOX,BYRON.BOX@sakilacustomer.org,1,521 San Juan Bautista Tuxtepec Place,Qaraghandy,Zhezqazghan,Kazakstan,95093,844018348565
574,2,JULIAN,VEST,JULIAN.VEST@sakilacustomer.org,1,923 Tangail Boulevard,Tokyo-to,Akishima,Japan,33384,315528269898
575,2,ISAAC,OGLESBY,ISAAC.OGLESBY@sakilacustomer.org,1,186 Skikda Lane,Morelos,Cuernavaca,Mexico,89422,14465669789
576,2,MORRIS,MCCARTER,MORRIS.MCCARTER@sakilacustomer.org,1,1568 Celaya Parkway,Kaohsiung,Fengshan,Taiwan,34750,278669994384
577,2,CLIFTON,MALCOLM,CLIFTON.MALCOLM@sakilacustomer.org,1,1489 Kakamigahara Lane,Taipei,Tanshui,Taiwan,98883,29341849811
578,2,WILLARD,LUMPKIN,WILLARD.LUMPKIN@sakilacustomer.org,1,1819 Alessandria Loop,Campeche,Carmen,Mexico,53829,377633994405
579,2,DARYL,LARUE,DARYL.LARUE@sakilacustomer.org,1,1208 Tama Loop,Ninawa,Mosul,Iraq,73605,954786054144
580,1,ROSS,GREY,ROSS.GREY@sakilacustomer.org,1,951 Springs Lane,Central Mindanao,Iligan,Philippines,96115,165164761435
581,1,VIRGIL,WOFFORD,VIRGIL.WOFFORD@sakilacustomer.org,1,760 Miyakonojo Drive,Guerrero,Jos Azueta,Mexico,64682,294449058179
582,2,ANDY,VANHORN,ANDY.VANHORN@sakilacustomer.org,1,966 Asuncin Way,Hidalgo,Huejutla de Reyes,Mexico,62703,995527378381
583,1,MARSHALL,THORN,MARSHALL.THORN@sakilacustomer.org,1,1584 Ljubertsy Lane,England,Southampton,United Kingdom,22954,285710089439
584,2,SALVADOR,TEEL,SALVADOR.TEEL@sakilacustomer.org,1,247 Jining Parkway,Banjul,Banjul,Gambia,53446,170115379190
585,1,PERRY,SWAFFORD,PERRY.SWAFFORD@sakilacustomer.org,1,773 Dallas Manor,Buenos Aires,Quilmes,Argentina,12664,914466027044
586,1,KIRK,STCLAIR,KIRK.STCLAIR@sakilacustomer.org,1,1923 Stara Zagora Lane,Nantou,Tsaotun,Taiwan,95179,182178609211
587,1,SERGIO,STANFIELD,SERGIO.STANFIELD@sakilacustomer.org,1,1402 Zanzibar Boulevard,Guanajuato,Celaya,Mexico,71102,387448063440
588,1,MARION,OCAMPO,MARION.OCAMPO@sakilacustomer.org,1,1464 Kursk Parkway,Shandong,Weifang,China,17381,338758048786
589,1,TRACY,HERRMANN,TRACY.HERRMANN@sakilacustomer.org,1,1074 Sanaa Parkway,Loja,Loja,Ecuador,22474,154124128457
590,2,SETH,HANNON,SETH.HANNON@sakilacustomer.org,1,1759 Niznekamsk Avenue,al-Manama,al-Manama,Bahrain,39414,864392582257
591,1,KENT,ARSENAULT,KENT.ARSENAULT@sakilacustomer.org,1,32 Liaocheng Way,Minas Gerais,Juiz de Fora,Brazil,1944,410877354933
592,1,TERRANCE,ROUSH,TERRANCE.ROUSH@sakilacustomer.org,0,42 Fontana Avenue,Fejr,Szkesfehrvr,Hungary,14684,437829801725
593,2,RENE,MCALISTER,RENE.MCALISTER@sakilacustomer.org,1,1895 Zhezqazghan Drive,California,Garden Grove,United States,36693,137809746111
594,1,EDUARDO,HIATT,EDUARDO.HIATT@sakilacustomer.org,1,1837 Kaduna Parkway,Inner Mongolia,Jining,China,82580,640843562301
595,1,TERRENCE,GUNDERSON,TERRENCE.GUNDERSON@sakilacustomer.org,1,844 Bucuresti Place,Liaoning,Jinzhou,China,36603,935952366111
596,1,ENRIQUE,FORSYTHE,ENRIQUE.FORSYTHE@sakilacustomer.org,1,1101 Bucuresti Boulevard,West Greece,Patras,Greece,97661,199514580428
597,1,FREDDIE,DUGGAN,FREDDIE.DUGGAN@sakilacustomer.org,1,1103 Quilmes Boulevard,Piura,Sullana,Peru,52137,644021380889
598,1,WADE,DELVALLE,WADE.DELVALLE@sakilacustomer.org,1,1331 Usak Boulevard,Vaud,Lausanne,Switzerland,61960,145308717464
599,2,AUSTIN,CINTRON,AUSTIN.CINTRON@sakilacustomer.org,1,1325 Fukuyama Street,Heilongjiang,Tieli,China,27107,288241215394
